country.name,wave,survey,n,p_response,trust,years
Romania,3,WVS,1239,0.9580306698950767,0.18702611625947774,1995-1998
Russia,3,WVS,2040,0.9705882352941176,0.2393939393939395,1995-1998
Serbia,3,WVS,1280,0.9546875,0.2978723404255319,1995-1998
Slovakia,3,WVS,1095,0.9525114155251142,0.2703739213806329,1995-1998
Slovenia,3,WVS,1007,0.9841112214498511,0.1553985872855701,1995-1998
South Africa,3,WVS,2935,0.969335604770017,0.18222728156946588,1995-1998
South Korea,3,WVS,1249,0.9983987189751802,0.3031275060144347,1995-1998
Spain,3,WVS,1211,0.9636663914120561,0.29750117627695594,1995-1998
Sweden,3,WVS,1009,0.9484638255698712,0.5966562173458725,1995-1998
Switzerland,3,WVS,1212,0.9331683168316832,0.4097126591372131,1995-1998
Taiwan,3,WVS,780,0.9666666666666667,0.38196286472148544,1995-1998
Turkey,3,WVS,1907,0.9921342422653382,0.0650375423171552,1995-1998
Ukraine,3,WVS,2811,0.9292066880113838,0.3097243491577335,1995-1998
United Kingdom,3,WVS,1093,0.9817017383348582,0.310436648113956,1995-1998
United States,3,WVS,1542,0.9798962386511024,0.3563116414433689,1995-1998
Uruguay,3,WVS,1000,0.975,0.22125211967467462,1995-1998
Venezuela,3,WVS,1200,0.97,0.13745704467353947,1995-1998
Albania,4,WVS,1000,0.952,0.24369747899159666,1999-2004
Algeria,4,WVS,1282,0.9594383775351014,0.11219512195121961,1999-2004
Argentina,4,WVS,1280,0.975,0.15387942925961973,1999-2004
Bangladesh,4,WVS,1500,0.9886666666666667,0.23533378287255569,1999-2004
Bosnia & Herzegovina,4,WVS,1200,0.9875,0.1578059071729958,1999-2004
Canada,4,WVS,1931,0.9891248058001035,0.38848785288405674,1999-2004
Chile,4,WVS,1200,0.9741666666666666,0.2277514617843206,1999-2004
China,4,WVS,1000,0.963,0.5451713395638629,1999-2004
Egypt,4,WVS,3000,0.9883333333333333,0.37908937605396287,1999-2004
India,4,WVS,2002,0.948051948051948,0.40990516332982097,1999-2004
Indonesia,4,WVS,1000,0.885,0.5163841807909604,1999-2004
Iran,4,WVS,2532,0.759083728278041,0.6534859521331946,1999-2004
Iraq,4,WVS,2325,0.967741935483871,0.476,1999-2004
Israel,4,WVS,1199,0.9741451209341118,0.2345890410958904,1999-2004
Japan,4,WVS,1362,0.920704845814978,0.430622009569378,1999-2004
Jordan,4,WVS,1223,0.9787408013082584,0.276696648057114,1999-2004
Kyrgyzstan,4,WVS,1043,0.9952061361457335,0.16666666666666674,1999-2004
Mexico,4,WVS,1535,0.9752442996742671,0.2134997692935403,1999-2004
Moldova,4,WVS,1008,0.9623015873015873,0.1468942814443559,1999-2004
Montenegro,4,WVS,1060,0.9764150943396226,0.3371980676328501,1999-2004
Morocco,4,WVS,1251,0.9640287769784173,0.23870271859783876,1999-2004
Nigeria,4,WVS,2022,0.9896142433234422,0.2558720639680161,1999-2004
North Macedonia,4,WVS,1055,0.9677725118483412,0.1352070936285219,1999-2004
Pakistan,4,WVS,2000,0.913,0.30832420591456744,1999-2004
Peru,4,WVS,1501,0.9926715522984677,0.10671140939597312,1999-2004
Philippines,4,WVS,1200,0.9875,0.08378698766447545,1999-2004
Puerto Rico,4,WVS,720,0.9888888888888889,0.226123595505618,1999-2004
Saudi Arabia,4,WVS,1502,0.9527296937416777,0.5303983228511531,1999-2004
Serbia,4,WVS,1200,0.9733333333333334,0.18835616438356162,1999-2004
Singapore,4,WVS,1512,0.9894179894179894,0.16901467935297432,1999-2004
South Africa,4,WVS,3000,0.9853333333333333,0.11753534319813874,1999-2004
South Korea,4,WVS,1200,1,0.27333333333333343,1999-2004
Spain,4,WVS,1209,0.9627791563275434,0.33975352555032634,1999-2004
Sweden,4,WVS,1015,0.9596059113300492,0.6630620995999335,1999-2004
Tanzania,4,WVS,1171,0.9496157130657558,0.08093525179856109,1999-2004
Turkey,4,WVS,3401,0.9844163481329021,0.18931527825846128,1999-2004
Uganda,4,WVS,1002,0.9960079840319361,0.07629609097146539,1999-2004
United States,4,WVS,1200,0.99,0.3584140344457327,1999-2004
Venezuela,4,WVS,1200,0.9941666666666666,0.1592623637887678,1999-2004
Vietnam,4,WVS,1000,0.941,0.4112646121147716,1999-2004
Zimbabwe,4,WVS,1002,0.9820359281437125,0.11854965230159165,1999-2004
Andorra,5,WVS,1003,0.9910269192422732,0.20139052626165754,2005-2009
Argentina,5,WVS,1002,0.9810379241516967,0.17599495233646678,2005-2009
Australia,5,WVS,1421,0.9873328641801549,0.4613790115922185,2005-2009
Brazil,5,WVS,1500,0.9853333333333333,0.09381109661243414,2005-2009
Bulgaria,5,WVS,1001,0.8821178821178821,0.22199667043291504,2005-2009
Burkina Faso,5,WVS,1534,0.940677966101695,0.14691614691614685,2005-2009
Canada,5,WVS,2164,0.9736598890942699,0.42798962787301864,2005-2009
Chile,5,WVS,1000,0.984,0.12558466278160862,2005-2009
China,5,WVS,1991,0.928679055750879,0.5261843635168404,2005-2009
Colombia,5,WVS,3025,0.9894214876033058,0.14467089876378214,2005-2009
Cyprus,5,WVS,1050,0.9876190476190476,0.09887507724798339,2005-2009
Egypt,5,WVS,3051,0.9980334316617503,0.18527632367618851,2005-2009
Ethiopia,5,WVS,1500,0.876,0.2442922374429224,2005-2009
Finland,5,WVS,1014,0.9861932938856016,0.5889695558765422,2005-2009
France,5,WVS,1001,0.995004995004995,0.18789740544088462,2005-2009
Georgia,5,WVS,1500,0.97,0.1814432989690722,2005-2009
Germany,5,WVS,2064,0.9195736434108527,0.36834617473140896,2005-2009
Ghana,5,WVS,1534,0.9954367666232073,0.08513425016371978,2005-2009
Guatemala,5,WVS,1000,0.995,0.15000902030477703,2005-2009
Hong Kong SAR China,5,WVS,1252,0.9824281150159745,0.410569105691057,2005-2009
Hungary,5,WVS,1007,0.9811320754716981,0.29196742951624977,2005-2009
India,5,WVS,2001,0.8885557221389305,0.232845894263217,2005-2009
Indonesia,5,WVS,2015,0.8808933002481389,0.42535211267605644,2005-2009
Iran,5,WVS,2667,0.9925009373828272,0.10615791462032487,2005-2009
Iraq,5,WVS,2701,0.9459459459459459,0.40821917808219177,2005-2009
Italy,5,WVS,1012,0.941699604743083,0.29171038824763906,2005-2009
Japan,5,WVS,1096,0.9361313868613139,0.3908382066276803,2005-2009
Jordan,5,WVS,1200,0.9925,0.3087309187084015,2005-2009
Malaysia,5,WVS,1201,1,0.08825978351373864,2005-2009
Mali,5,WVS,1534,0.8494132985658409,0.17498081350729078,2005-2009
Mexico,5,WVS,1560,0.9923076923076923,0.15568475452196373,2005-2009
Moldova,5,WVS,1046,0.9847036328871893,0.17864077669902922,2005-2009
Morocco,5,WVS,1200,0.9808333333333333,0.1299915038232795,2005-2009
Netherlands,5,WVS,1050,0.9485714285714286,0.4502157464904213,2005-2009
New Zealand,5,WVS,954,0.9486373165618449,0.5116022099447515,2005-2009
Norway,5,WVS,1025,0.9931707317073171,0.7416502946954813,2005-2009
Peru,5,WVS,1500,0.9866666666666667,0.06289092192500823,2005-2009
Poland,5,WVS,1000,0.955,0.19010871589939038,2005-2009
Romania,5,WVS,1776,0.9487612612612613,0.20296735905044505,2005-2009
Russia,5,WVS,2033,0.9365469749139204,0.2622484149358568,2005-2009
Rwanda,5,WVS,1507,0.9946914399469144,0.048699132755170016,2005-2009
Serbia,5,WVS,1220,0.8901639344262295,0.152854511970534,2005-2009
Slovenia,5,WVS,1037,0.9633558341369335,0.1811811811811812,2005-2009
South Korea,5,WVS,1200,0.9866666666666667,0.28249745378981483,2005-2009
Spain,5,WVS,1200,0.9866666666666667,0.20041337084736432,2005-2009
Sweden,5,WVS,1003,0.9601196410767697,0.6797278701501506,2005-2009
Switzerland,5,WVS,1241,0.9564867042707494,0.5390707243317829,2005-2009
Taiwan,5,WVS,1227,0.9983700081499592,0.2421745094315313,2005-2009
Thailand,5,WVS,1534,0.9941329856584094,0.41508196721311474,2005-2009
Trinidad & Tobago,5,WVS,1002,0.998003992015968,0.038286183321377676,2005-2009
Turkey,5,WVS,1346,0.9947994056463596,0.04868915976207,2005-2009
Ukraine,5,WVS,1000,0.891,0.2752979037728447,2005-2009
United Kingdom,5,WVS,1041,0.9817483189241114,0.3050980469455895,2005-2009
United States,5,WVS,1249,0.9935948759007206,0.3934514611162143,2005-2009
Uruguay,5,WVS,1000,0.865,0.284393063583815,2005-2009
Vietnam,5,WVS,1495,0.9765886287625418,0.5212328767123289,2005-2009
Zambia,5,WVS,1500,0.93533333333333335,0.11546685673556656,2005-2009
Algeria,6,WVS,1200,0.9575,0.17928633594429932,2010-2014
Argentina,6,WVS,1030,0.9669902912621359,0.19854752176573776,2010-2014
Armenia,6,WVS,1100,0.9863636363636363,0.11022962588059104,2010-2014
Australia,6,WVS,1477,0.992552471225457,0.5181400551872581,2010-2014
Azerbaijan,6,WVS,1002,0.9710578842315369,0.15280271993876027,2010-2014
Belarus,6,WVS,1535,0.9244299674267101,0.35224297236216406,2010-2014
Brazil,6,WVS,1486,0.9925975773889637,0.07116176668572938,2010-2014
Chile,6,WVS,1000,0.971,0.12770339855818746,2010-2014
China,6,WVS,2300,0.9547826086956521,0.631314548648515,2010-2014
Colombia,6,WVS,1512,0.9927248677248677,0.041305796135909345,2010-2014
Cyprus,6,WVS,1000,0.989,0.07605543546789262,2010-2014
Ecuador,6,WVS,1202,0.9983361064891847,0.07166666666666677,2010-2014
Egypt,6,WVS,1523,1,0.21500890691282404,2010-2014
Estonia,6,WVS,1533,0.9726027397260274,0.4007474222404308,2010-2014
Georgia,6,WVS,1202,0.9925124792013311,0.08885163453478628,2010-2014
Germany,6,WVS,2046,0.9858260019550342,0.4534633540783626,2010-2014
Ghana,6,WVS,1552,1,0.0503094419220349,2010-2014
Haiti,6,WVS,1996,0.9854709418837675,0.21657346212506345,2010-2014
Hong Kong SAR China,6,WVS,1000,0.993,0.4833836858006042,2010-2014
India,6,WVS,4078,0.9455615497793036,0.17634854771784236,2010-2014
Iraq,6,WVS,1200,0.9383333333333334,0.31971580817051515,2010-2014
Japan,6,WVS,2443,0.9271387638149816,0.38763796909492276,2010-2014
Jordan,6,WVS,1200,1,0.13250000000000006,2010-2014
Kazakhstan,6,WVS,1500,1,0.38332745250216993,2010-2014
Kuwait,6,WVS,1303,0.9516500383729855,0.30000000000000004,2010-2014
Kyrgyzstan,6,WVS,1500,0.9533333333333334,0.38041958041958046,2010-2014
Lebanon,6,WVS,1200,0.9016666666666666,0.10905730129390023,2010-2014
Libya,6,WVS,2131,0.9422806194274989,0.10643163645561948,2010-2014
Malaysia,6,WVS,1300,1,0.08538461538461539,2010-2014
Mexico,6,WVS,2000,0.998,0.12424849699398788,2010-2014
Morocco,6,WVS,1200,0.9841666666666666,0.12531752751905167,2010-2014
Netherlands,6,WVS,1902,0.9810725552050473,0.6741693461950697,2010-2014
New Zealand,6,WVS,841,0.9738406658739596,0.5677655677655677,2010-2014
Nigeria,6,WVS,1759,1,0.15012436614539326,2010-2014
Pakistan,6,WVS,1200,0.9616666666666667,0.23090559627798846,2010-2014
Palestinian Territories,6,WVS,1000,0.892,0.17713004484304928,2010-2014
Peru,6,WVS,1210,0.9884297520661157,0.08466440083292537,2010-2014
Philippines,6,WVS,1200,0.9966666666666667,0.03167078202781104,2010-2014
Poland,6,WVS,966,0.9782608695652174,0.22705125427524186,2010-2014
Qatar,6,WVS,1060,0.9990566037735849,0.21447057371686018,2010-2014
Romania,6,WVS,1503,0.9900199600798403,0.07747334929317518,2010-2014
Russia,6,WVS,2500,0.94,0.2961543980878709,2010-2014
Rwanda,6,WVS,1527,1,0.16633922724296002,2010-2014
Singapore,6,WVS,1972,0.9979716024340771,0.37390603246740484,2010-2014
Slovenia,6,WVS,1069,0.990645463049579,0.2011331444759208,2010-2014
South Africa,6,WVS,3531,0.9949022939677146,0.23412248752621312,2010-2014
South Korea,6,WVS,1200,0.9941666666666666,0.2659232685598574,2010-2014
Spain,6,WVS,1189,0.9697224558452481,0.1956572942101058,2010-2014
Sweden,6,WVS,1206,0.9718076285240465,0.6176923433033465,2010-2014
Taiwan,6,WVS,1238,0.9781906300484653,0.3088795142331753,2010-2014
Thailand,6,WVS,1200,0.9875,0.3249125139662239,2010-2014
Trinidad & Tobago,6,WVS,999,0.994994994994995,0.03219315895372232,2010-2014
Tunisia,6,WVS,1205,0.9701244813278008,0.15996578272027384,2010-2014
Turkey,6,WVS,1605,0.9476635514018692,0.12295500154654793,2010-2014
Ukraine,6,WVS,1500,0.93533333333333335,0.24750616350701216,2010-2014
United States,6,WVS,2232,0.9905913978494624,0.3513944979852477,2010-2014
Uruguay,6,WVS,1000,0.905,0.15248618784530388,2010-2014
Uzbekistan,6,WVS,1500,0.984,0.14092140921409224,2010-2014
Yemen,6,WVS,1000,0.953,0.40398740818467993,2010-2014
Zimbabwe,6,WVS,1500,1,0.08294226656402492,2010-2014
Andorra,7,WVS,1004,0.9970119521912351,0.25574425574425574,2017-2021
Argentina,7,WVS,1003,0.9491525423728814,0.2010431065205074,2017-2021
Armenia,7,WVS,1223,0.9983646770237122,0.08512585529461725,2017-2021
Australia,7,WVS,1813,0.9884169884169884,0.4893654332939552,2017-2021
Bangladesh,7,WVS,1200,0.9991666666666666,0.1292743953294413,2017-2021
Bolivia,7,WVS,2067,0.9903241412675375,0.08597948216902784,2017-2021
Brazil,7,WVS,1762,0.981838819523269,0.06647943578295368,2017-2021
Canada,7,WVS,4018,1,0.466930140583272,2017-2021
Chile,7,WVS,1000,0.974,0.1318578895943694,2017-2021
China,7,WVS,3036,0.991106719367589,0.639795470964724,2017-2021
Colombia,7,WVS,1520,1,0.045394736842105265,2017-2021
Cyprus,7,WVS,1000,0.96,0.0675651741040102,2017-2021
Ecuador,7,WVS,1200,0.9808333333333333,0.05862361937128302,2017-2021
Egypt,7,WVS,1200,0.9975,0.07351712614870509,2017-2021
Ethiopia,7,WVS,1230,0.9967479674796748,0.11908646003262646,2017-2021
Germany,7,WVS,1528,0.9698952879581152,0.4595141700404859,2017-2021
Greece,7,WVS,1200,0.99,0.08526826328159398,2017-2021
Guatemala,7,WVS,1229,1,0.17982099267697316,2017-2021
Hong Kong SAR China,7,WVS,2075,0.9956626506024097,0.3656484871653174,2017-2021
Indonesia,7,WVS,3200,0.9996875,0.046380562454838126,2017-2021
Iran,7,WVS,1499,0.9979986657771848,0.14839572192513373,2017-2021
Iraq,7,WVS,1200,0.9783333333333334,0.11243611584327096,2017-2021
Japan,7,WVS,1353,0.9467849223946785,0.35597189695550346,2017-2021
Jordan,7,WVS,1203,0.9941812136325852,0.15969899665551845,2017-2021
Kazakhstan,7,WVS,1276,0.9545454545454546,0.23891625615763545,2017-2021
Kenya,7,WVS,1266,0.9889415481832543,0.09584664536741205,2017-2021
Kyrgyzstan,7,WVS,1200,0.9916666666666667,0.12905831292359937,2017-2021
Lebanon,7,WVS,1200,1,0.09916666666666663,2017-2021
Libya,7,WVS,1196,0.9832775919732442,0.09268707482993199,2017-2021
Macao SAR China,7,WVS,1023,0.946236559139785,0.43801652892561993,2017-2021
Malaysia,7,WVS,1313,1,0.1957349581111958,2017-2021
Mexico,7,WVS,1741,0.9982768523836876,0.10505278077557811,2017-2021
Mongolia,7,WVS,1638,0.996947496947497,0.26051422761173293,2017-2021
Morocco,7,WVS,1200,1,0.16500000000000004,2017-2021
Myanmar (Burma),7,WVS,1200,1,0.15083333333333337,2017-2021
New Zealand,7,WVS,1057,0.9508041627246925,0.5950248756218905,2017-2021
Nicaragua,7,WVS,1200,1,0.04249999999999998,2017-2021
Nigeria,7,WVS,1237,0.994341147938561,0.13082932275485226,2017-2021
Pakistan,7,WVS,1995,0.9919799498746867,0.23496715512885302,2017-2021
Peru,7,WVS,1400,0.9964285714285714,0.04173222321651959,2017-2021
Philippines,7,WVS,1200,0.9975,0.053398863653818296,2017-2021
Puerto Rico,7,WVS,1127,0.9902395740905058,0.17831541218637992,2017-2021
Romania,7,WVS,1257,0.984884645982498,0.11551760427434421,2017-2021
Russia,7,WVS,1810,0.9751381215469613,0.23557122211432957,2017-2021
Serbia,7,WVS,1046,0.9837476099426387,0.16618075801749277,2017-2021
Singapore,7,WVS,2012,0.9930417495029821,0.34621870644807884,2017-2021
South Korea,7,WVS,1245,1,0.3293172690763053,2017-2021
Taiwan,7,WVS,1223,1,0.307917883398074,2017-2021
Tajikistan,7,WVS,1200,1,0.2058333333333333,2017-2021
Thailand,7,WVS,1500,0.95,0.3057333369684996,2017-2021
Tunisia,7,WVS,1208,0.9701986754966887,0.14249146757679187,2017-2021
Turkey,7,WVS,2415,0.9813664596273292,0.1426160337552742,2017-2021
Ukraine,7,WVS,1289,0.9743987587276959,0.3089173160834835,2017-2021
United States,7,WVS,2596,0.9965331278890601,0.37182090321117345,2017-2021
Venezuela,7,WVS,1190,1,0.14201680672268902,2017-2021
Vietnam,7,WVS,1200,1,0.2766666666666666,2017-2021
Zimbabwe,7,WVS,1215,0.9991769547325103,0.021416803953871577,2017-2021
Afghanistan,1,GPS,NA,NA,0.31596440076828003,2012
Algeria,1,GPS,NA,NA,-0.17737062275409698,2012
Argentina,1,GPS,NA,NA,-0.2067333310842514,2012
Australia,1,GPS,NA,NA,0.29897257685661316,2012
Austria,1,GPS,NA,NA,0.15462811291217804,2012
Bangladesh,1,GPS,NA,NA,-0.17336532473564148,2012
Bolivia,1,GPS,NA,NA,-0.16032962501049042,2012
Bosnia & Herzegovina,1,GPS,NA,NA,-0.1931062638759613,2012
Botswana,1,GPS,NA,NA,-0.33846157789230347,2012
Brazil,1,GPS,NA,NA,-0.0026891387533396482,2012
Cambodia,1,GPS,NA,NA,-0.07913503795862198,2012
Cameroon,1,GPS,NA,NA,-0.530916154384613,2012
Canada,1,GPS,NA,NA,0.24527503550052643,2012
Chile,1,GPS,NA,NA,-0.08321409672498703,2012
China,1,GPS,NA,NA,0.5528057813644409,2012
Colombia,1,GPS,NA,NA,0.00554653350263834,2012
Costa Rica,1,GPS,NA,NA,-0.14910292625427246,2012
Croatia,1,GPS,NA,NA,0.10511626303195953,2012
Czechia,1,GPS,NA,NA,-0.450684130191803,2012
Egypt,1,GPS,NA,NA,0.6090208888053894,2012
Estonia,1,GPS,NA,NA,0.08612611889839172,2012
Finland,1,GPS,NA,NA,0.09990701079368591,2012
France,1,GPS,NA,NA,-0.16548220813274384,2012
Georgia,1,GPS,NA,NA,-0.20484574139118195,2012
Germany,1,GPS,NA,NA,-0.11882252991199493,2012
Ghana,1,GPS,NA,NA,-0.19801777601242065,2012
Greece,1,GPS,NA,NA,-0.35150548815727234,2012
Guatemala,1,GPS,NA,NA,-0.362962931394577,2012
Haiti,1,GPS,NA,NA,-0.1575143188238144,2012
Hungary,1,GPS,NA,NA,0.53216552734375,2012
India,1,GPS,NA,NA,-0.20398138463497162,2012
Indonesia,1,GPS,NA,NA,0.2635972201824188,2012
Iran,1,GPS,NA,NA,0.3004699945449829,2012
Iraq,1,GPS,NA,NA,0.2896195352077484,2012
Israel,1,GPS,NA,NA,-0.053660519421100616,2012
Italy,1,GPS,NA,NA,-0.07473386079072952,2012
Japan,1,GPS,NA,NA,-0.5187299251556396,2012
Jordan,1,GPS,NA,NA,0.3898036479949951,2012
Kazakhstan,1,GPS,NA,NA,0.15293806791305542,2012
Kenya,1,GPS,NA,NA,-0.4223032295703888,2012
Lithuania,1,GPS,NA,NA,-0.17750166356563568,2012
Malawi,1,GPS,NA,NA,-0.4734359085559845,2012
Mexico,1,GPS,NA,NA,-0.3570720851421356,2012
Moldova,1,GPS,NA,NA,0.0011756669264286757,2012
Morocco,1,GPS,NA,NA,-0.09031475335359573,2012
Netherlands,1,GPS,NA,NA,0.2980569303035736,2012
Nicaragua,1,GPS,NA,NA,0.022988805547356606,2012
Nigeria,1,GPS,NA,NA,-0.057804401963949203,2012
Pakistan,1,GPS,NA,NA,-0.10337088257074356,2012
Peru,1,GPS,NA,NA,-0.0969185009598732,2012
Philippines,1,GPS,NA,NA,0.35706308484077454,2012
Poland,1,GPS,NA,NA,-0.14705054461956024,2012
Portugal,1,GPS,NA,NA,0.08258696645498276,2012
Romania,1,GPS,NA,NA,-0.21704743802547455,2012
Russia,1,GPS,NA,NA,-0.15077486634254456,2012
Rwanda,1,GPS,NA,NA,-0.12548469007015228,2012
Saudi Arabia,1,GPS,NA,NA,0.30015313625335693,2012
Serbia,1,GPS,NA,NA,-0.16020424664020538,2012
South Africa,1,GPS,NA,NA,-0.1669178158044815,2012
South Korea,1,GPS,NA,NA,-0.09921464323997498,2012
Spain,1,GPS,NA,NA,0.24104329943656921,2012
Sri Lanka,1,GPS,NA,NA,-0.27219584584236145,2012
Suriname,1,GPS,NA,NA,0.11636457592248917,2012
Sweden,1,GPS,NA,NA,0.30693086981773376,2012
Switzerland,1,GPS,NA,NA,0.08828393369913101,2012
Tanzania,1,GPS,NA,NA,-0.14714427292346954,2012
Thailand,1,GPS,NA,NA,0.3484398126602173,2012
Turkey,1,GPS,NA,NA,0.12911024689674377,2012
Uganda,1,GPS,NA,NA,-0.7064389586448669,2012
Ukraine,1,GPS,NA,NA,-0.09238698333501816,2012
United Arab Emirates,1,GPS,NA,NA,0.5071082711219788,2012
United Kingdom,1,GPS,NA,NA,0.23470205068588257,2012
United States,1,GPS,NA,NA,0.15036696195602417,2012
Venezuela,1,GPS,NA,NA,0.11499140411615372,2012
Vietnam,1,GPS,NA,NA,0.14363136887550354,2012
Zimbabwe,1,GPS,NA,NA,-0.5091331005096436,2012
